ID,heading,sortid,parentid,path,heading,sortid,parentid,path
277,"Colonial Period, 1600-1775 >",50625.5,50624.5,4/0160/A3487,"Colonial Period, 1600-1775 >",50625.5,50624.5,4/0160/A3487
278,20th century,50626.5,50624.5,sub,20th century,50626.5,50624.5,sub
279,(By author),50627.5,50626.5,sub,(By author),50627.5,50626.5,sub
280,A-L,50628.5,50627.5,4/0160/A3489,A-L,50628.5,50627.5,4/0160/A3489
281,M-Z,50629.5,50627.5,4/0160/A3462,M-Z,50629.5,50627.5,4/0160/A3462
282,(By topic),50630.5,50626.5,4/0160/A3461,(By topic),50630.5,50626.5,4/0160/A3461
283,(By place),50631.5,890.5,4/0160/A3463,(By place),50631.5,890.5,4/0160/A3463
284,(Without subdivision),50632.5,904.5,sub,(Without subdivision),50632.5,904.5,sub
285,(As author),50633.5,50632.5,sub,(As author),50633.5,50632.5,sub
286,(By title),50634.5,50633.5,sub,(By title),50634.5,50633.5,sub
287,A-R,50635.5,50634.5,4/0162/A3571,A-R,50635.5,50634.5,4/0162/A3571
288,S-Z,50636.5,50634.5,4/0162/A3500,S-Z,50636.5,50634.5,4/0162/A3500
289,(By topic or sub-agency),50637.5,904.5,sub,(By topic or sub-agency),50637.5,904.5,sub
290,Ad Hoc Committee ... >,50638.5,50637.5,4/0163/A3501,Ad Hoc Committee ... >,50638.5,50637.5,4/0163/A3501
291,Committee E-1 >,50639.5,50637.5,4/0163/A3502,Committee E-1 >,50639.5,50637.5,4/0163/A3502
292,(Without subdivision),50640.5,906.5,sub,(Without subdivision),50640.5,906.5,sub
293,(As author),50641.5,50640.5,sub,(As author),50641.5,50640.5,sub
294,(By title),50642.5,50641.5,4/0163/A3508,(By title),50642.5,50641.5,4/0163/A3508
295,(As subject),50643.5,50640.5,4/0163/A3509,(As subject),50643.5,50640.5,4/0163/A3509
296,(By topic or sub-agency),50644.5,906.5,4/0163/A3510,(By topic or sub-agency),50644.5,906.5,4/0163/A3510
297,(Without subdivision),50645.5,908.5,sub,(Without subdivision),50645.5,908.5,sub
298,(As author),50646.5,50645.5,sub,(As author),50646.5,50645.5,sub
299,(By title),50647.5,50646.5,4/0163/A3517,(By title),50647.5,50646.5,4/0163/A3517
300,(As subject),50648.5,50645.5,4/0164/A3513,(As subject),50648.5,50645.5,4/0164/A3513
301,(By topic or sub-agency),50649.5,908.5,sub,(By topic or sub-agency),50649.5,908.5,sub
302,A-C,50650.5,50649.5,4/0164/A3572,A-C,50650.5,50649.5,4/0164/A3572
303,D-Z,50651.5,50649.5,4/0164/A3518,D-Z,50651.5,50649.5,4/0164/A3518
304,(Without subdivision),50652.5,916.5,sub,(Without subdivision),50652.5,916.5,sub
305,(As author),50653.5,50652.5,sub,(As author),50653.5,50652.5,sub
306,(By title),50654.5,50653.5,4/0165/A3573,(By title),50654.5,50653.5,4/0165/A3573
307,(As subject),50655.5,50652.5,4/0165/A3528,(As subject),50655.5,50652.5,4/0165/A3528
308,(By topic or sub-agency),50656.5,916.5,sub,(By topic or sub-agency),50656.5,916.5,sub
309,Center for Research ... >,50657.5,50656.5,4/0165/A3574,Center for Research ... >,50657.5,50656.5,4/0165/A3574
310,Foreign Area Studies ... >,50658.5,50656.5,4/0165/A3530,Foreign Area Studies ... >,50658.5,50656.5,4/0165/A3530
311,(By author),50659.5,920.5,4/0166/A3535,(By author),50659.5,920.5,4/0166/A3535
312,(By topic),50660.5,920.5,4/0166/A3536,(By topic),50660.5,920.5,4/0166/A3536
313,(Without subdivision),50661.5,959.5,4/0172/A3424,(Without subdivision),50661.5,959.5,4/0172/A3424
314,(By topic or sub-agency),50662.5,959.5,sub,(By topic or sub-agency),50662.5,959.5,sub
315,A-M,50663.5,50662.5,4/0172/A3666,A-M,50663.5,50662.5,4/0172/A3666
316,N-R,50664.5,50662.5,4/0172/A3581,N-R,50664.5,50662.5,4/0172/A3581
317,S-Z,50665.5,50662.5,4/0172/A3583,S-Z,50665.5,50662.5,4/0172/A3583
318,(By author),50666.5,984.5,9/0176/A3667,(By author),50666.5,984.5,9/0176/A3667
319,(By topic),50667.5,984.5,9/0176/A3608,(By topic),50667.5,984.5,9/0176/A3608
320,(By place),50668.5,984.5,9/0176/A3609,(By place),50668.5,984.5,9/0176/A3609
321,(By author),50669.5,1067.5,6/0188/A3695,(By author),50669.5,1067.5,6/0188/A3695
322,(By topic),50670.5,1067.5,sub,(By topic),50670.5,1067.5,sub
323,A-G,50671.5,50670.5,6/0188/A3697,A-G,50671.5,50670.5,6/0188/A3697
324,H-S,50672.5,50670.5,6/0189/A3698,H-S,50672.5,50670.5,6/0189/A3698
325,T-Z,50673.5,50670.5,6/0189/A3699,T-Z,50673.5,50670.5,6/0189/A3699
326,(By author),50674.5,1084.5,sub,(By author),50674.5,1084.5,sub
327,A-J,50675.5,50674.5,6/0191/A3770,A-J,50675.5,50674.5,6/0191/A3770
328,K-Z,50676.5,50674.5,6/0191/A3718,K-Z,50676.5,50674.5,6/0191/A3718
329,(By topic),50677.5,1084.5,6/0192/A3717,(By topic),50677.5,1084.5,6/0192/A3717
330,(Without subdivision),50678.5,1091.5,6/0192/A3724,(Without subdivision),50678.5,1091.5,6/0192/A3724
331,(By topic or sub-agency),50679.5,1091.5,sub,(By topic or sub-agency),50679.5,1091.5,sub
332,A-R,50680.5,50679.5,6/0192/A3771,A-R,50680.5,50679.5,6/0192/A3771
333,S-Z,50681.5,50679.5,6/0193/A3727,S-Z,50681.5,50679.5,6/0193/A3727
334,(By author),50682.5,1127.5,6/0198/A3764,(By author),50682.5,1127.5,6/0198/A3764
335,(By topic),50683.5,1127.5,6/0198/A3765,(By topic),50683.5,1127.5,6/0198/A3765
336,(By author),50684.5,1136.5,6/0200/A3776,(By author),50684.5,1136.5,6/0200/A3776
337,(By topic),50685.5,1136.5,6/0200/A3773,(By topic),50685.5,1136.5,6/0200/A3773
338,(By place),50686.5,1136.5,sub,(By place),50686.5,1136.5,sub
339,A-H,50687.5,50686.5,6/0200/A3778,A-H,50687.5,50686.5,6/0200/A3778
340,I-Z,50688.5,50686.5,6/0200/A3777,I-Z,50688.5,50686.5,6/0200/A3777
341,(By author),50689.5,1139.5,sub,(By author),50689.5,1139.5,sub
342,A-J,50690.5,50689.5,6/0200/A3783,A-J,50690.5,50689.5,6/0200/A3783
343,K-Z,50691.5,50689.5,6/0200/A3785,K-Z,50691.5,50689.5,6/0200/A3785
344,(By topic),50692.5,1139.5,sub,(By topic),50692.5,1139.5,sub
345,A-F,50693.5,50692.5,6/0200/A3787,A-F,50693.5,50692.5,6/0200/A3787
346,H-Z,50694.5,50692.5,6/0201/A3786,H-Z,50694.5,50692.5,6/0201/A3786
347,(By place),50695.5,1139.5,6/0201/G3475,(By place),50695.5,1139.5,6/0201/G3475
348,(By author),50696.5,1158.5,8/0204/A2229,(By author),50696.5,1158.5,8/0204/A2229
349,(By topic),50697.5,1158.5,8/0204/G3450,(By topic),50697.5,1158.5,8/0204/G3450
350,(By place),50698.5,1158.5,8/0204/G3476,(By place),50698.5,1158.5,8/0204/G3476
351,(By place) (info),50699.5,1158.5,info/P,(By place) (info),50699.5,1158.5,info/P
352,(By author),50700.5,1194.5,9/0209/G3488,(By author),50700.5,1194.5,9/0209/G3488
353,(By topic),50701.5,1194.5,9/0209/G3490,(By topic),50701.5,1194.5,9/0209/G3490
354,(By date),50702.5,1194.5,sub,(By date),50702.5,1194.5,sub
355,ca. 30-600 >,50703.5,50702.5,9/0209/G2606,ca. 30-600 >,50703.5,50702.5,9/0209/G2606
356,20th century,50704.5,50702.5,9/0209/G3493,20th century,50704.5,50702.5,9/0209/G3493
357,Complete and partial works,50705.5,1228.5,9/0214/G3526,Complete and partial works,50705.5,1228.5,9/0214/G3526
358,Individual titles,50706.5,1228.5,9/0214/G3545,Individual titles,50706.5,1228.5,9/0214/G3545
359,(By author),50707.5,1238.5,9/0215/G3536,(By author),50707.5,1238.5,9/0215/G3536
360,(By topic),50708.5,1238.5,sub,(By topic),50708.5,1238.5,sub
361,"Addresses, essays, lectures >",50709.5,50708.5,9/0215/G2802,"Addresses, essays, lectures >",50709.5,50708.5,9/0215/G2802
362,Economic >,50710.5,50708.5,9/0215/G3538,Economic >,50710.5,50708.5,9/0215/G3538
363,Foreign >,50711.5,50708.5,9/0216/G3539,Foreign >,50711.5,50708.5,9/0216/G3539
364,History >,50712.5,50708.5,9/0216/G3540,History >,50712.5,50708.5,9/0216/G3540
365,Politics >,50713.5,50708.5,sub,Politics >,50713.5,50708.5,sub
366,(By author),50714.5,50713.5,sub,(By author),50714.5,50713.5,sub
367,A-J,50715.5,50714.5,9/0216/G2805,A-J,50715.5,50714.5,9/0216/G2805
368,K-Z,50716.5,50714.5,9/0216/G2804,K-Z,50716.5,50714.5,9/0216/G2804
369,(By topic),50717.5,50713.5,9/0216/G3542,(By topic),50717.5,50713.5,9/0216/G3542
370,(By author),50718.5,1241.5,9/0217/G3548,(By author),50718.5,1241.5,9/0217/G3548
371,(By topic),50719.5,1241.5,sub,(By topic),50719.5,1241.5,sub
372,A-G,50720.5,50719.5,9/0217/G2807,A-G,50720.5,50719.5,9/0217/G2807
373,H-Z,50721.5,50719.5,9/0217/G3550,H-Z,50721.5,50719.5,9/0217/G3550
374,(By author),50722.5,1247.5,9/0218/G3556,(By author),50722.5,1247.5,9/0218/G3556
375,(By topic),50723.5,1247.5,sub,(By topic),50723.5,1247.5,sub
376,Accents >,50724.5,50723.5,9/0218/G2808,Accents >,50724.5,50723.5,9/0218/G2808
377,Dialects,50725.5,50723.5,sub,Dialects,50725.5,50723.5,sub
378,(By author),50726.5,50725.5,9/0218/G2809,(By author),50726.5,50725.5,9/0218/G2809
380,Collected and selected works,50001.5,22.5,14/0004/A1023,Collected and selected works,50001.5,22.5,14/0004/A1023
381,Correspondence,50002.5,22.5,14/0004/A1024,Correspondence,50002.5,22.5,14/0004/A1024
382,Individual works,50003.5,22.5,14/0004/A1025,Individual works,50003.5,22.5,14/0004/A1025
383,(By author),50004.5,93.5,9/0013/A1096,(By author),50004.5,93.5,9/0013/A1096
384,(By topic),50005.5,93.5,9/0013/A1097,(By topic),50005.5,93.5,9/0013/A1097
385,(By place),50006.5,93.5,9/0013/A1098,(By place),50006.5,93.5,9/0013/A1098
386,(By place) (info),50007.5,93.5,info/P,(By place) (info),50007.5,93.5,info/P
387,(Without subdivision),50008.5,156.5,19/0021/A1164,(Without subdivision),50008.5,156.5,19/0021/A1164
388,(By topic or sub-agency),50009.5,156.5,19/0021/A1165,(By topic or sub-agency),50009.5,156.5,19/0021/A1165
389,(Without subdivision),50010.5,166.5,1/0022/A1177,(Without subdivision),50010.5,166.5,1/0022/A1177
390,(By topic or sub-agency),50011.5,166.5,1/0022/A1175,(By topic or sub-agency),50011.5,166.5,1/0022/A1175
391,(By author),50012.5,178.5,sub,(By author),50012.5,178.5,sub
392,A-J,50013.5,50012.5,19/0023/A1191,A-J,50013.5,50012.5,19/0023/A1191
393,K-Z,50014.5,50012.5,19/0023/A1192,K-Z,50014.5,50012.5,19/0023/A1192
394,(By topic),50015.5,178.5,19/0023/A1193,(By topic),50015.5,178.5,19/0023/A1193
395,(By place),50016.5,178.5,19/0024/A1194,(By place),50016.5,178.5,19/0024/A1194
396,(By author),50017.5,210.5,sub,(By author),50017.5,210.5,sub
397,A-L,50018.5,50017.5,19/0027/A1229,A-L,50018.5,50017.5,19/0027/A1229
398,M-Z,50019.5,50017.5,19/0028/A1230,M-Z,50019.5,50017.5,19/0028/A1230
399,(By topic),50020.5,210.5,19/0028/A1231,(By topic),50020.5,210.5,19/0028/A1231
400,(By author),50021.5,218.5,19/0028/A1238,(By author),50021.5,218.5,19/0028/A1238
401,(By topic),50022.5,218.5,sub,(By topic),50022.5,218.5,sub
402,A-C,50023.5,50022.5,19/0028/A1242,A-C,50023.5,50022.5,19/0028/A1242
403,D-Z,50024.5,50022.5,2/0029/A1243,D-Z,50024.5,50022.5,2/0029/A1243
404,(By place),50025.5,218.5,2/0029/A1244,(By place),50025.5,218.5,2/0029/A1244
405,Collected and selected works,50026.5,266.5,1/0035/A1312,Collected and selected works,50026.5,266.5,1/0035/A1312
406,Correspondence,50027.5,266.5,1/0035/A1298,Correspondence,50027.5,266.5,1/0035/A1298
407,Individual works,50028.5,266.5,1/0035/A1299,Individual works,50028.5,266.5,1/0035/A1299
408,(By author),50029.5,294.5,19/0038/A1325,(By author),50029.5,294.5,19/0038/A1325
409,(By topic),50030.5,294.5,19/0038/A1327,(By topic),50030.5,294.5,19/0038/A1327
410,(By place),50031.5,294.5,sub,(By place),50031.5,294.5,sub
411,(By place) (info),50032.5,294.5,info/P,(By place) (info),50032.5,294.5,info/P
412,A-F,50033.5,50031.5,19/0038/A1333,A-F,50033.5,50031.5,19/0038/A1333
413,G-H,50034.5,50031.5,19/0038/A1328,G-H,50034.5,50031.5,19/0038/A1328
414,I-T,50035.5,50031.5,19/0038/A1329,I-T,50035.5,50031.5,19/0038/A1329
415,U-Z,50036.5,50031.5,19/0038/A1330,U-Z,50036.5,50031.5,19/0038/A1330
416,(By author),50037.5,311.5,19/0040/A1352,(By author),50037.5,311.5,19/0040/A1352
417,(By topic),50038.5,311.5,1/0041/A1353,(By topic),50038.5,311.5,1/0041/A1353
418,(By place),50039.5,311.5,1/0041/A1354,(By place),50039.5,311.5,1/0041/A1354
419,(By place) (info),50040.5,311.5,info/P,(By place) (info),50040.5,311.5,info/P
420,(By author),50041.5,329.5,sub,(By author),50041.5,329.5,sub
421,(A-L),50042.5,50041.5,19/0043/A1373,(A-L),50042.5,50041.5,19/0043/A1373
422,(M-Z),50043.5,50041.5,19/0043/A1374,(M-Z),50043.5,50041.5,19/0043/A1374
423,(By topic),50044.5,329.5,19/0043/A1375,(By topic),50044.5,329.5,19/0043/A1375
424,(By place),50045.5,329.5,19/0043/A1376,(By place),50045.5,329.5,19/0043/A1376
425,Complete and partial works,50046.5,339.5,1/0044/A1334,Complete and partial works,50046.5,339.5,1/0044/A1334
426,Individual works,50047.5,339.5,sub,Individual works,50047.5,339.5,sub
427,De natura animalium,50048.5,50047.5,1/0044/A1378,De natura animalium,50048.5,50047.5,1/0044/A1378
428,Epistulae rusticae,50049.5,50047.5,1/0044/A1379,Epistulae rusticae,50049.5,50047.5,1/0044/A1379
429,(By author),50050.5,344.5,sub,(By author),50050.5,344.5,sub
430,A-K,50051.5,50050.5,2/0045/A1405,A-K,50051.5,50050.5,2/0045/A1405
431,L-Z,50052.5,50050.5,2/0045/A1391,L-Z,50052.5,50050.5,2/0045/A1391
432,(By topic),50053.5,344.5,2/0045/A1392,(By topic),50053.5,344.5,2/0045/A1392
433,(By author),50054.5,348.5,sub,(By author),50054.5,348.5,sub
434,A-H,50055.5,50054.5,2/0046/A2397,A-H,50055.5,50054.5,2/0046/A2397
435,I-Z,50056.5,50054.5,2/0046/A1399,I-Z,50056.5,50054.5,2/0046/A1399
436,(By topic),50057.5,348.5,sub,(By topic),50057.5,348.5,sub
437,A-B,50058.5,50057.5,2/0046/A1400,A-B,50058.5,50057.5,2/0046/A1400
438,C-E,50059.5,50057.5,2/0046/A1401,C-E,50059.5,50057.5,2/0046/A1401
439,F-G,50060.5,50057.5,2/0046/A2365,F-G,50060.5,50057.5,2/0046/A2365
440,H,50061.5,50057.5,2/0046/A2364,H,50061.5,50057.5,2/0046/A2364
441,I-O,50062.5,50057.5,2/0046/A2366,I-O,50062.5,50057.5,2/0046/A2366
442,P,50063.5,50057.5,2/0047/A2367,P,50063.5,50057.5,2/0047/A2367
443,R-Z,50064.5,50057.5,2/0047/A2369,R-Z,50064.5,50057.5,2/0047/A2369
444,(By place),50065.5,348.5,sub,(By place),50065.5,348.5,sub
445,A-T,50066.5,50065.5,2/0047/A2370,A-T,50066.5,50065.5,2/0047/A2370
446,U-Z,50067.5,50065.5,2/0047/A2371,U-Z,50067.5,50065.5,2/0047/A2371
447,(By author),50068.5,349.5,2/0047/A2373,(By author),50068.5,349.5,2/0047/A2373
448,(By topic),50069.5,349.5,2/0047/A2375,(By topic),50069.5,349.5,2/0047/A2375
449,(By place),50070.5,349.5,sub,(By place),50070.5,349.5,sub
450,A-Und,50071.5,50070.5,2/0047/A2374,A-Und,50071.5,50070.5,2/0047/A2374
451,United States,50072.5,50070.5,sub,United States,50072.5,50070.5,sub
452,(By author),50073.5,50072.5,20/0048/A2379,(By author),50073.5,50072.5,20/0048/A2379
453,(By topic),50074.5,50072.5,20/0048/A2380,(By topic),50074.5,50072.5,20/0048/A2380
454,Utah-Z,50075.5,50070.5,20/0048/A2529,Utah-Z,50075.5,50070.5,20/0048/A2529
455,(By author),50076.5,351.5,20/0048/A2383,(By author),50076.5,351.5,20/0048/A2383
456,(By topic),50077.5,351.5,20/0048/A2384,(By topic),50077.5,351.5,20/0048/A2384
457,(By place),50078.5,351.5,20/0048/A2385,(By place),50078.5,351.5,20/0048/A2385
458,Manuscripts,50079.5,356.5,2/0049/A2391,Manuscripts,50079.5,356.5,2/0049/A2391
459,Works,50080.5,356.5,2/0049/A2392,Works,50080.5,356.5,2/0049/A2392
460,Fragments,50081.5,356.5,2/0049/A2393,Fragments,50081.5,356.5,2/0049/A2393
461,Selections,50082.5,356.5,2/0049/A2394,Selections,50082.5,356.5,2/0049/A2394
462,Three or more plays,50083.5,356.5,2/0049/A2395,Three or more plays,50083.5,356.5,2/0049/A2395
463,Individual works,50084.5,356.5,sub,Individual works,50084.5,356.5,sub
464,Agamemnon,50085.5,50084.5,sub,Agamemnon,50085.5,50084.5,sub
465,Translations,50086.5,50085.5,2/0049/A2408,Translations,50086.5,50085.5,2/0049/A2408
466,Choephori,50087.5,50084.5,2/0049/A2409,Choephori,50087.5,50084.5,2/0049/A2409
467,Dictyulkoi,50088.5,50084.5,2/0049/A2416,Dictyulkoi,50088.5,50084.5,2/0049/A2416
468,Eumenides,50089.5,50084.5,2/0049/A2417,Eumenides,50089.5,50084.5,2/0049/A2417
469,Oresteia,50090.5,50084.5,2/0049/A2410,Oresteia,50090.5,50084.5,2/0049/A2410
470,Persae,50091.5,50084.5,2/0049/A2411,Persae,50091.5,50084.5,2/0049/A2411
471,Prometheus vinctus,50092.5,50084.5,2/0049/A2412,Prometheus vinctus,50092.5,50084.5,2/0049/A2412
472,Septem contra Thebas,50094.5,50084.5,2/0049/A2414,Septem contra Thebas,50094.5,50084.5,2/0049/A2414
473,Supplices,50095.5,50084.5,2/0049/A2415,Supplices,50095.5,50084.5,2/0049/A2415
474,(By author),50096.5,357.5,2/0049/A2418,(By author),50096.5,357.5,2/0049/A2418
475,(By topic),50097.5,357.5,2/0049/A2419,(By topic),50097.5,357.5,2/0049/A2419
476,Greek >,50098.5,360.5,2/0049/A2422,Greek >,50098.5,360.5,2/0049/A2422
477,Catalan >,50099.5,360.5,2/0049/A2423,Catalan >,50099.5,360.5,2/0049/A2423
478,French >,50100.5,360.5,2/0049/A2424,French >,50100.5,360.5,2/0049/A2424
479,(By author),50101.5,363.5,sub,(By author),50101.5,363.5,sub
480,A-B,50102.5,50101.5,2/0050/A2439,A-B,50102.5,50101.5,2/0050/A2439
481,C-E,50103.5,50101.5,2/0050/A2402,C-E,50103.5,50101.5,2/0050/A2402
482,F-J,50104.5,50101.5,2/0050/A2403,F-J,50104.5,50101.5,2/0050/A2403
483,K-M,50105.5,50101.5,2/0050/A2404,K-M,50105.5,50101.5,2/0050/A2404
484,N-R,50106.5,50101.5,2/0050/A2405,N-R,50106.5,50101.5,2/0050/A2405
485,S-U,50107.5,50101.5,2/0050/A2426,S-U,50107.5,50101.5,2/0050/A2426
486,V-Z,50108.5,50101.5,2/0051/A2430,V-Z,50108.5,50101.5,2/0051/A2430
487,(By topic),50109.5,363.5,sub,(By topic),50109.5,363.5,sub
488,A-D,50110.5,50109.5,2/0051/A2427,A-D,50110.5,50109.5,2/0051/A2427
489,E-Z,50111.5,50109.5,2/0051/A2428,E-Z,50111.5,50109.5,2/0051/A2428
490,(By place),50112.5,363.5,2/0051/A2432,(By place),50112.5,363.5,2/0051/A2432
491,(Without subdivision),50113.5,373.5,1/0052/A2522,(Without subdivision),50113.5,373.5,1/0052/A2522
492,(By topic or sub-agency),50114.5,373.5,sub,(By topic or sub-agency),50114.5,373.5,sub
493,A-F,50115.5,50114.5,1/0052/A2523,A-F,50115.5,50114.5,1/0052/A2523
494,G-Z,50116.5,50114.5,1/0052/A2446,G-Z,50116.5,50114.5,1/0052/A2446
495,(Without subdivision),50117.5,377.5,1/0053/A2452,(Without subdivision),50117.5,377.5,1/0053/A2452
496,(By topic),50118.5,377.5,sub,(By topic),50118.5,377.5,sub
497,Abstracts >,50119.5,50118.5,1/0053/A2454,Abstracts >,50119.5,50118.5,1/0053/A2454
498,Bibliography >,50120.5,50118.5,1/0053/A2453,Bibliography >,50120.5,50118.5,1/0053/A2453
499,Census >,50121.5,50118.5,1/0053/A2487,Census >,50121.5,50118.5,1/0053/A2487
500,Collected works >,50122.5,50118.5,1/0053/A2488,Collected works >,50122.5,50118.5,1/0053/A2488
501,Description and travel,50123.5,50118.5,sub,Description and travel,50123.5,50118.5,sub
502,(By author),50124.5,50123.5,1/0053/A2445,(By author),50124.5,50123.5,1/0053/A2445
503,(By topic),50125.5,50123.5,1/0053/A2490,(By topic),50125.5,50123.5,1/0053/A2490
504,(By date),50126.5,50123.5,1/0053/A2491,(By date),50126.5,50123.5,1/0053/A2491
505,Dictionaries and encyclopedias >,50127.5,50118.5,1/0053/A2492,Dictionaries and encyclopedias >,50127.5,50118.5,1/0053/A2492
506,Economic conditions,50128.5,50118.5,sub,Economic conditions,50128.5,50118.5,sub
507,(By author),50129.5,50128.5,1/0054/A2457,(By author),50129.5,50128.5,1/0054/A2457
508,(By topic),50130.5,50128.5,1/0054/A2458,(By topic),50130.5,50128.5,1/0054/A2458
509,(By date),50131.5,50128.5,1/0054/A2459,(By date),50131.5,50128.5,1/0054/A2459
510,Economic integration >,50132.5,50118.5,1/0054/A2460,Economic integration >,50132.5,50118.5,1/0054/A2460
511,Foreign relations >,50133.5,50118.5,1/0054/A2461,Foreign relations >,50133.5,50118.5,1/0054/A2461
512,History,50134.5,50118.5,sub,History,50134.5,50118.5,sub
513,(By author),50135.5,50134.5,1/0054/A2464,(By author),50135.5,50134.5,1/0054/A2464
514,(By topic),50136.5,50134.5,1/0054/A2463,(By topic),50136.5,50134.5,1/0054/A2463
515,(By date),50137.5,50134.5,1/0054/A2465,(By date),50137.5,50134.5,1/0054/A2465
516,"History, Military >",50138.5,50118.5,1/0054/A2466,"History, Military >",50138.5,50118.5,1/0054/A2466
517,Politics and government,50139.5,50118.5,sub,Politics and government,50139.5,50118.5,sub
518,(By author),50140.5,50139.5,1/0054/A2468,(By author),50140.5,50139.5,1/0054/A2468
519,(By topic),50141.5,50139.5,2/0055/A2469,(By topic),50141.5,50139.5,2/0055/A2469
520,(By date),50142.5,50139.5,2/0055/A2524,(By date),50142.5,50139.5,2/0055/A2524
521,Population >,50143.5,50118.5,2/0055/A2525,Population >,50143.5,50118.5,2/0055/A2525
522,Rural conditions >,50144.5,50118.5,2/0055/A2470,Rural conditions >,50144.5,50118.5,2/0055/A2470
523,(By author),50145.5,381.5,2/0055/A2476,(By author),50145.5,381.5,2/0055/A2476
524,(By topic),50146.5,381.5,sub,(By topic),50146.5,381.5,sub
525,A-D,50147.5,50146.5,2/0055/A2526,A-D,50147.5,50146.5,2/0055/A2526
526,E-Z,50148.5,50146.5,21/0056/A2478,E-Z,50148.5,50146.5,21/0056/A2478
527,(By author),50149.5,384.5,21/0056/A2483,(By author),50149.5,384.5,21/0056/A2483
528,(By topic),50150.5,384.5,sub,(By topic),50150.5,384.5,sub
529,A-C,50151.5,50150.5,21/0056/A2484,A-C,50151.5,50150.5,21/0056/A2484
530,D-G,50152.5,50150.5,21/0056/A2527,D-G,50152.5,50150.5,21/0056/A2527
531,H,50153.5,50150.5,21/0056/A2485,H,50153.5,50150.5,21/0056/A2485
532,I-Z,50154.5,50150.5,2/0057/A2486,I-Z,50154.5,50150.5,2/0057/A2486
533,(By author),50155.5,386.5,2/0057/A2496,(By author),50155.5,386.5,2/0057/A2496
534,(By topic),50156.5,386.5,sub,(By topic),50156.5,386.5,sub
535,A-D,50157.5,50156.5,2/0057/A2498,A-D,50157.5,50156.5,2/0057/A2498
